,名称,歌单id,歌单介绍,创建者id,创建者昵称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1,tag2,tag3
0,旋律超好听的说唱伴奏【Rap Beat】,5303522451,"介绍：
岁月为我大浪淘沙，而你被留下
",346783053,泡沫_sn428,2020-10-24,758388,4870,1603,10,96,说唱,治愈,夜晚
0,一个水瓶座的听歌列表,6874458969,"介绍：
简单的活着，善良、率直、坦荡，去品位人生的韵味，享受人生的乐趣
",1820603615,來自十九層地獄__,2021-07-22,433810,7600,48,51,140,流行,夜晚,说唱
0,午夜心碎录 | 失去你的一刹那,6928268653,"介绍：
最终还是自私地给他发去了短信：“我等你到三十五岁，如果那时候你还不来，我就找别人了。”

我不无辜，可是我也没罪。我只不过是喜欢着一个人。

",1447630647,一只眼睛的鹿_,2021-08-20,530588,2557,5,2,64,流行,说唱,伤感
0,华语说唱最前线，刺激你的肾上腺,6829307266,"介绍：
随着《中国有嘻哈》的大热…

越来越多的地下说唱歌手进入到人们的视线…

因为嘻哈文化深受年轻人喜爱…

所以在中华大地迅速掀起一阵嘻哈狂潮…

其中不断涌出很多优秀的作品…

让我们来一起感受华语说...
",109390499,这条平凡的狗_QwQ,2021-06-27,563416,4469,43,29,107,华语,流行,说唱
0,『私人FM』你搜不到的宝藏声线,6875338655,"介绍：
你要努力成为一个值得别人去爱的人，而不是强求别人喜欢这样一个糟糕的你。
",3994185646,迷路____________,2021-07-22,241393,1606,7,13,59,华语,流行,说唱
0,心碎博物馆︱温柔终究扑了空,6860942116,"介绍：
做什么都要顾及别人的感受，我顾及别人，那谁曾顾及我，失望攒多了会放弃。

",2136251484,剧终人散以后,2021-07-18,510336,2389,23,7,66,流行,说唱,夜晚
0,旋律说唱｜超好听的宝藏rap,5481765840,"介绍：
你听rap吗？超好听的旋律说唱，单曲循环
",2129361497,在忙别来烦,2021-01-25,128149,1099,110,13,50,说唱,R&B/Soul,nan
0,失恋博物馆｜雨天和失恋总会契合,6863891148,"介绍：
其实根本就没有什么“假如”，每个人的人生都不可从新设计。
",5086975509,dpfh5q1x,2021-07-19,420057,1536,11,9,71,华语,流行,说唱
0,很遗憾没能好好接受爱,5101473937,"介绍：
“也许是初识太过惊艳，过后难免平淡了吧”
",2116877111,Roy要努力,2020-07-08,286140,2869,33,59,56,华语,说唱,夜晚
0,"欧美经典rap,.节奏你就跪了",6687775611,"介绍：
最嘻哈的欧美歌曲，请你跟上节奏好吗
",70419885,大大大大大大大桃,2021-03-31,7415,349,分享,0,40,欧美,说唱,R&B/Soul
0,「中文说唱」你给的爱像错觉,5471129727,"介绍：
因为你我相信真爱，因为你我相信永远
",3927087724,16533077170,2021-01-18,541345,3319,631,12,53,华语,流行,说唱
0,2021 XXL Freshman精选集|听这些了解他们,6820739497,"介绍：
6月17日 XXL官方公布了2021 XXL Freshman Class 的11位入选者名单 他们分别是42 Dugg Blxst Coi Leray DDG Flo Milli iann dior Lakeyah Pooh Shiesty Morray Rubi Rose Toosii.
外网网友似乎对这届XXL新生...
",1787976864,JoynerLucas508-507_,2021-06-22,45488,647,14,9,33,欧美,说唱,nan
0,伤感说唱rap | 为你而作的诗,4953665085,"介绍：
惟愿执子之手，与卿相濡以沫
",2142297440,妮妮是个小孩子,2020-04-05,586083,3775,2451,8,60,流行,说唱,治愈
0,旋律说唱 | 探寻灵魂深处的舒适,5283571330,"介绍：
Hiphop逐渐流行，旋律性的说唱更像是锦上添花。比起押韵的句子结尾，旋律更能打动听众们内心的舒适处，跟着唱起来，感受旋律说唱的魅力
持续更新
",3257045722,worldindeed,2020-10-11,336607,4274,87,24,49,欧美,说唱,nan
0,轰炸机上脑说唱,5387117658,"介绍：
纯正好货！！！炸烂你的耳膜 不定时更新
",601348625,BADKID厂牌,2020-12-19,154852,1099,215,104,57,说唱,酒吧,兴奋
0,RAP|用说唱让你小鹿砰砰乱撞,7104213792,"介绍：
流氓有文化，rapper说情话
",1637098858,妳的一笑哥哥,2021-12-04,135662,2357,116,1,68,说唱,流行,浪漫
0,说唱伴奏 Trap Beat极致陷阱,6601275303,"介绍：
精选陷阱伴奏 觉得好听点个收藏
接受投稿 看准类型
遵守制作人伴奏使用规则 本身我也是个制作人 对于版权意识也很重视 希望大家多多理解 支持
",279817241,丶FireX,2021-02-06,27004,308,2,1,32,电子,说唱,New Age
0,旋律说唱英文2021Melodic Rap,3018442238,"介绍：
最新旋律说唱每周更新11.29更3首
",1413965084,D26只做第一,2019-10-06,173097,2281,70,18,203,欧美,说唱,驾车
0,『进 口 狠 货』& 极品 SWAY精选,4948845769,"介绍：
走路不要听 会拽的跟二五八万似的……
",1724067555,韩某的可乐加冰,2020-04-03,172568,955,15,10,102,欧美,说唱,nan
0,情歌说唱┃恋爱循环ing,6625318597,"介绍：
你会爱上的精选说唱情歌！
",4887715350,JossJoyAKA江辞秋宇,2021-02-20,298110,3581,233,19,51,说唱,浪漫,R&B/Soul
0,能让你“走路带风”的Rap,5088720782,"介绍：
建议带上耳机调到最大声，注意安全
",1338187188,说唱HIPHOP,2020-06-30,74309,1811,12,18,34,欧美,说唱,nan
0,新声狙击｜让你灵魂缴械的宝藏饶舌,6800335663,"介绍：
【硬地新歌Vol.17】&说唱特辑
集结了近两个月的宝藏说唱新声
快来听听有没有你的心头好
酷guy们，
听完这首黑泡再去睡！

/封面源自网络
",3242104111,硬地原创音乐榜,2021-06-10,407549,3109,49,34,45,华语,说唱,浪漫
0,Emo Rap｜往事堆砌的人生自述,6636721453,"介绍：
EmoRap是一种用舒缓且悲伤的音乐作为铺垫

一般前奏非常的长

但到演唱时突然就瞬间释放情感歌手的声音以及歌词也非常的致郁

心碎、沮丧、自卑和自赎

给人的感觉就很颓废

大家要积极正确欣赏这类音乐

...
",3257045722,worldindeed,2021-02-27,73822,754,28,14,36,欧美,说唱,伤感
0,孤独说唱 | 一点微弱的共鸣,2379475813,"介绍：
不要被生活的琐碎阻挡了你无畏的心
",1415910024,趁船,2018-08-22,284842,4306,138,36,147,华语,说唱,伤感
0,【说唱】| 为了抒发来自内心深处的斥责怒吼,5367749471,"介绍：
【rap】是一种有节奏地说话的特殊唱歌形式，发源于纽约贫困黑人聚居区，后来成为20世纪70年代兴起的嘻哈文化中的主要元素

rap从最早期的词组的当中一个获得被使用在斥责，斥责发起于70 年代中期在纽约南B...
",2087736571,UKnlo,2020-12-06,377864,3976,237,616,232,华语,说唱,兴奋
0,Emo 说唱 是一种态度,5077459296,"介绍：
愿你们身边都能有个Ta
热爱生活 喜爱说唱
",1785506890,xfm1998,2020-06-23,156310,1449,12,0,47,说唱,夜晚,治愈
0,RaP uygurqa rAp,3235158099,,1907235478,Mramx07,2020-02-08,210582,1024,6,2,858,00后,说唱,nan
0,贝爷 Rap说唱,5433639397,,348650798,思迪v,2020-12-30,493418,2680,19,13,69,说唱,世界音乐,流行
0,嘻哈|XXL评选年度最强新人合集,5241848343,"介绍：
★权威嘻哈文化杂志XXL 2020年度最强新人XXL Freshman Class 2020名单近日正式公布，Polo G，Lil Tjay，Mulatto，24KGoldn，Calboy，Fivio Foreign等索尼旗下嘻哈新秀赫然在列。
",1718995,索尼音乐娱乐,2020-09-18,168246,1417,32,25,26,欧美,说唱,nan
0,说唱情话｜做你床边小熊 为你打败梦里恶龙,6645164190,"介绍：
最爱rapper说情话啦！
直给的歌词，浪漫的旋律，
好像吃了一颗甜甜的糖，
听完就想谈一场甜甜的恋爱！
",1778952780,早起呆毛会炸,2021-03-05,619124,4442,62,17,30,说唱,浪漫,nan
0,说唱｜最怕Rapper唱情歌,5338820195,"介绍：
melodymelodymelodymelodymelodymelodymelody
",479858928,仙女爱吃香菜_,2020-11-17,341076,3036,27,8,63,说唱,浪漫,流行
0,伤感Rap | 害怕再失去你,5036759475,"介绍：
这世上多的是一见如故，再见陌路
",2098334511,柠檬味的TEA_,2020-05-27,979766,4314,2348,19,95,说唱,夜晚,伤感
0,齁甜的情歌说唱歌单啊,5070011874,"介绍：
甜甜甜甜甜甜甜甜甜甜甜
",1674021726,illusory铁塔猫,2020-06-18,1283508,1169,14,2,203,流行,说唱,华语
0,情 绪 收 容 所,6862287913,"介绍：
记忆像是倒在掌中的水，无论你是摊开还是紧握，终究还是会从指缝中一滴滴流淌干净。
",5084399838,a23x1e62os,2021-07-19,342937,1568,2,5,61,流行,说唱,夜晚
0,惊艳耳膜的中文说唱,5070127051,"介绍：
中文说唱区别于英文说唱，它独有着独特的魅力，惊喜和秘密全藏在歌里，不信你听
",2040442269,白咿呀白,2020-06-18,133273,2246,7,8,60,华语,说唱,00后
0,2011 Billboard 说唱年榜收录,5320357173,"介绍：
2011年 Billboard年榜说唱最热单曲收录，歌单顺序根据排名决定
",3856379473,云音乐说唱专区,2020-11-05,10809,185,4,0,33,欧美,说唱,nan
0,精选说唱 | 伤感旋律rap,5434924849,"介绍：
我是为你而来，不在乎穿越绵绵山脉
",3948473970,rtyhd7,2020-12-30,269647,1946,23,10,37,华语,流行,说唱
0,宝藏说唱:等待开启的rap男孩,5402472161,"介绍：
没一首歌都是一个故事
",3998569634,我现在在外面勒,2020-12-28,386675,2034,11,5,66,华语,说唱,流行
0,Hi迦南的歌单,6864561874,"介绍：
欢迎喜欢说唱的朋友
",391317265,Hi迦南,2021-07-20,78538,594,3,7,66,说唱,nan,nan
0,嘻哈 | 这是Hip-Hop聚集地,5457775173,"介绍：
嘻哈（hip hop）诞生于美国贫民区街头的一种文化形式，一般的说法认为它诞生于美国纽约布朗克斯。嘻哈一类流行文化包括rap音乐,舞蹈形式，涂鸦艺术和服饰等流行时尚。该词被认为产生于20世纪70年代纽约市，...
",472016744,还让她,2021-01-10,260125,3501,207,2,32,另类/独立,说唱,快乐
0,中国厉害丨旋律说唱,2579371743,"介绍：
你想要的你想听的都在这里中国hiphop最强旋律合集每一首都是精选
",421430004,进阶的耳朵,2018-12-30,11965895,120000,2330,528,515,说唱,R&B/Soul,华语
0,EMO Rap |情绪说唱| New wave | 丧,6663187462,"介绍：
坏情绪都是难免的，但生活还是要继续的，早日康复
",485795511,Judith_ANGEL,2021-03-16,1188902,160000,1806,20,965,说唱,治愈,孤独
0,匪帮说唱丨强劲鼓点痞气十足,4961918294,"介绍：
欧美大佬们数次在嘻哈界独占鳌头的曲目，其中包含：硬核风格、西海岸风格、TR-808节奏鼓点风格、Trap陷阱说唱风格、freestyle风格、等等！
歌单不定时更新中......
",117674583,孔圣爷,2020-04-10,76111,982,76,6,66,欧美,流行,说唱
0,说唱/如果运气不好，那就试试勇气,6661415785,"介绍：
不要着急，最好的总会在不经意的时候出现
",1648294557,我真的憋不住了,2021-03-15,290680,3015,26,22,180,流行,说唱,兴奋
0,说唱听我的2021合集-【持续更新】,6857401028,"介绍：
PISSY小李、邓典果、早安、Oliver Jiang、Lambert、Wiz-H、FEEELeven、AJ赖煜哲、ReddB、太帅了花、巴顿、K.ila
",116752672,Sherylrain,2021-07-15,39554,197,1,4,61,说唱,华语,流行
0,Rapper的浪漫不一般,2445914083,"介绍：
最怕rapper讲情话，更怕走心的rapper讲情话，每句歌词都会触动你的内心
",545516082,Able辉,2018-10-01,546007,2291,19,5,115,说唱,浪漫,R&B/Soul
0,R&B Type Beats/说唱伴奏/Rap Beats,4900774166,,82148798,SOULFRESHBEATS,2020-03-06,5888487,290000,90万,24,230,说唱,nan,nan
0,旋律与节奏｜“杀该杀的，救该救的”,3218900016,"介绍：
—全时段随机播放—

宇宙/神经/初恋/多巴胺/生命的意义/过去与未来/家/人格/神性

得把坏人杀了，要不好人太少了。

А. П. 普拉东诺夫《地槽》
苗澍丨译

封面：suzumesakiii
",120651876,JungleMedia,2020-01-30,219570,2727,44,29,412,欧美,说唱,R&B/Soul
0,trap，hiphop合集一 | 嘻哈一种生活的态度,5395214137,"介绍：
""生命是一团欲望，欲望不能满足便痛苦，满足便无聊，人生就在痛苦和无聊之间摇摆。""
",262060227,21m的意大利炮,2020-12-25,65224,903,7,12,125,说唱,夜晚,欧美
0,cheatcode-lil york mixtape No.2,5443776502,"介绍：
lil york 2021 第二张唱片登陆网易云了喜欢的朋友可以留言分享收藏三连击，谢谢 shut out to cheatcode cc 4 life slat
",546466019,Najeremy,2021-01-03,100874,2047,分享,0,5,华语,R&B/Soul,说唱
0,那些甜甜的说唱,2067388356,"介绍：
他的脸红不是因为亚热带的气候
而且因为那不忠的太阳，
出卖一九九四年 夏末心动
",333819733,我发霉了a,2018-01-21,577498,7579,91,31,299,华语,说唱,浪漫
0,你好，一份来自Rapper的情书，请查收,2756648570,"介绍：
你好，一份来自Rapper 的情书，请注意查收

“你在我心里就像-个小公主 ，每天只想宠着 你，抱着你，牵着你，看着你，想把你融进在身体里，怕你跑了，这时你突然看向我，那可爱的眼神在这一刻我眼里只有你...
",103780233,雾与晨的杂货店,2019-04-15,3561238,45132,584,141,56,华语,流行,说唱
0,Rap=Life,5466090383,"介绍：
能与各位相遇甚是有缘 趣味相同

每天持续更新
纯属个人品味
",33093938,XXXZest,2021-01-15,10141,75,5,3,622,欧美,R&B/Soul,说唱
0,这歌单没名字直接听,3095365029,"介绍：
生的了结一般出现在某个无限美的黄昏
新的开始希望可以是一场不后悔的狂奔
",1625632914,Ethan777-,2019-11-28,384290,4801,46,52,375,说唱,nan,nan
0,808鼓点（Trap+drill+旋律说唱+boombap）,2731855507,"介绍：
每个鼓点都让你经不住摇头晃脑，如果想听ng的trap请拉下去都是成名的绝对值得听
",365967666,Mini白Tshirt,2019-03-30,145272,1860,39,21,676,说唱,榜单,兴奋
0,Melodic rap——带着旋律的flow,5230609294,"介绍：
周更3-5首！！！喜欢Traviss，thuggy，Saint JHN，Trevor，Polo G，Tyla，Lil Baby、Keed，JAKE HOPE和Roddy Rich的进来准没错！！精选Trap，R&B，Melody rap，hard core rap

欧美Rap各大王牌rapper的精选...
",1804401737,Ricadoba,2020-09-11,438659,5650,1120,981,329,说唱,nan,nan
0,【苦涩 Rap】 失意悲伤，颓废感情，,5124590704,"介绍：
关于难过 不是只有你一个人 如果遇到了那个照亮你黑暗的那个人 一定要好好抓住他极致的温柔啊
",1554443770,Funk-D,2020-07-16,216874,2720,18,18,106,说唱,伤感,nan
0,《黑怕女孩》选手精选作品集,6583455042,"介绍：
《黑怕女孩》是由腾讯视频出品的女性态度表达音乐养成类节目。由王嘉尔、曾轶可、马思唯、万妮达担任厂牌制作人。选手们将在节目中通过选择队友或资源组成自己的厂牌，并在厂牌经营的过程中不断表达自己的...
",1590851653,偷偷的叹了口气,2021-01-27,349858,3630,48,67,100,华语,说唱,另类/独立
0,丧rap | 该怎么形容你最贴切,7056222219,"介绍：
用什么去形容你最贴切！
用什么跟你比较才算特别！
",331324091,欧阳鹏oyp,2021-11-07,319274,5355,分享,0,52,华语,流行,说唱
0,中文说唱最出圈的30首,6891587224,"介绍：
此歌单收录中文说唱最出圈的30首歌。hip hop的灵魂除了为小众发声，就是得到大众共鸣。
",3290028662,zzconpro,2021-07-31,313923,4463,243,45,30,说唱,学习,夜晚
0,玩嘻哈的潮男靓女都听啥?要酷就听88rising,3123408904,"介绍：
如果你大爱最近大火的R&B all night，如果你早已听闻海尔兄弟（Higher Brothers）、7哥（Rich Brian），那你对88rising一定不会陌生。
88rising（88昇），一个神秘的亚洲嘻哈组织。它是厂牌公司，也是油管...
",1452176465,云音乐VIP,2019-12-17,307879,4968,61,33,71,流行,说唱,nan
0,『浪漫rap』队长/刘思达/JonyJ/是告白的歌,7042945337,"介绍：
队长
黄礼格
夏之禹
Jony J
你的大表哥曲甲
沙一汀
楊佬叁
廖效浓
刘思鉴
...
...
日更
一人一首浪漫告白情歌
",383335179,肆玖新青年,2021-10-31,253913,1272,21,5,166,说唱,华语,浪漫
0,国语rap | 努力才对得起自己,6950479554,"介绍：
真正喜欢和想要的，没有一样可以轻易得到，这就是努力的理由。、
",2103569167,十二月的雪_026,2021-09-02,176520,3343,16,7,76,华语,流行,说唱
0,沙场饮血，佩剑长枪犹如昨,6610722455,"介绍：
我欣赏你的技术派，但我有我的江湖流。中国风搭上江湖说唱，这一首首嘻哈很兄弟。
",443546368,Zxy在向下扎根,2021-02-11,173656,1738,30,10,40,华语,说唱,怀旧
